id	title	startYear	genres	principals
tt0118998	Doctor Dolittle	1998	Comedy,Family,Fantasy	nm0000552,nm0001967,nm0001115,nm0001624,nm0858525
tt0119008	Donnie Brasco	1997	Biography,Crime,Drama	nm0000199,nm0000136,nm0000514,nm0456124,nm0001565
tt0119013	Double Team	1997	Action,Comedy,Sci-Fi	nm0000241,nm0005379,nm0000620,nm0293550,nm0007139
tt0119051	The Edge	1997	Action,Adventure,Drama	nm0000164,nm0000285,nm0000512,nm0674782,nm0848414
tt0119053	Almost Heroes	1998	Adventure,Comedy,Western	nm0000394,nm0001612,nm0940158,nm0215916,nm0001302
tt0119081	Event Horizon	1997	Horror,Sci-Fi,Thriller	nm0000401,nm0000554,nm0000599,nm0000613,nm0027271
tt0119086	Excess Baggage	1997	Action,Comedy,Crime	nm0000224,nm0001125,nm0000686,nm0860233,nm0104193
tt0119094	Face/Off	1997	Action,Crime,Sci-Fi	nm0000237,nm0000115,nm0000260,nm0005273,nm0000247
tt0119099	Fallen	1998	Action,Crime,Drama	nm0000243,nm0000422,nm0000661,nm0001110,nm0387706
tt0119109	Fathers' Day	1997	Comedy,Romance	nm0000245,nm0000345,nm0000506,nm0000176,nm0718645
tt0119114	Fever Pitch	1997	Comedy,Drama,Romance	nm0000147,nm0312587,nm0014606,nm0345291,nm0262678
tt0119115	Fierce Creatures	1997	Comedy	nm0000092,nm0000130,nm0000177,nm0001589,nm0950000,nm0770961
tt0119116	The Fifth Element	1997	Action,Adventure,Sci-Fi	nm0000246,nm0000170,nm0000198,nm0000453,nm0000108
tt0119123	Fire Down Below	1997	Action,Drama,Thriller	nm0000219,nm0001434,nm0001339,nm0002332,nm0258066
tt0119137	Flubber	1997	Comedy,Family,Sci-Fi	nm0000245,nm0001315,nm0001520,nm0505971,nm0562645
tt0119141	Fools Rush In	1997	Comedy,Drama,Romance	nm0001612,nm0000161,nm0855103,nm0326988,nm0855035
tt0119142	For Richer or Poorer	1997	Comedy	nm0000741,nm0000263,nm0761587,nm0503627,nm0818465
tt0119152	Free Willy 3: The Rescue	1997	Adventure,Drama,Family	nm0725284,nm0770763,nm0179960,nm0077692,nm0683578
tt0119164	The Full Monty	1997	Comedy,Drama	nm0001015,nm0929489,nm0004692,nm0810890,nm0146341
tt0119167	Funny Games	1997	Crime,Drama,Thriller	nm0521443,nm0618057,nm0295823,nm0317385,nm0359734
tt0119173	G.I. Jane	1997	Action,Drama,War	nm0000193,nm0001557,nm0000843,nm0000892,nm0000631
tt0119174	The Game	1997	Drama,Mystery,Thriller	nm0000140,nm0000679,nm0000576,nm0714310,nm0000399
tt0119177	Gattaca	1997	Drama,Sci-Fi,Thriller	nm0000160,nm0000235,nm0000179,nm0000683,nm0629272
tt0119190	George of the Jungle	1997	Action,Adventure,Comedy	nm0000409,nm0005182,nm0002006,nm0745780,nm0918873
tt0119196	The Gingerbread Man	1998	Crime,Mystery,Thriller	nm0000110,nm0001110,nm0000375,nm0000435,nm0000265
tt0119210	Switchback	1997	Crime,Mystery,Thriller	nm0000418,nm0000598,nm0824317,nm5341652,nm0835732
tt0119215	Good Burger	1997	Comedy,Family	nm0005239,nm0860380,nm0005435,nm0001820,nm0005367
tt0119217	Good Will Hunting	1997	Drama,Romance	nm0000245,nm0000354,nm0000255,nm0001745,nm0001814
tt0119223	Great Expectations	1998	Drama,Romance	nm0000160,nm0000569,nm0000279,nm0177933,nm0190859
tt0119225	Gridlock'd	1997	Comedy,Crime,Drama	nm0000637,nm0000619,nm0628601,nm0281486,nm0193554
tt0119227	Snow White: A Tale of Terror	1997	Adventure,Fantasy,Horror	nm0000244,nm0000554,nm0004743,nm0205545,nm0169931
tt0119229	Grosse Pointe Blank	1997	Action,Comedy,Crime	nm0000131,nm0000378,nm0000101,nm0000349,nm0000786
tt0119237	Gummo	1997	Comedy,Drama	nm0840371,nm0786580,nm0869164,nm0721758,nm0005101
tt0119280	Mrs. Brown	1997	Biography,Drama,History	nm0001132,nm0175262,nm0658244,nm0792029,nm0006960
tt0119282	Hercules	1997	Adventure,Animation,Comedy	nm0004883,nm0250743,nm0000249,nm0005079,nm0166256,nm0615780
tt0119303	Home Alone 3	1997	Action,Comedy,Crime	nm0513281,nm0472762,nm0452748,nm0902188,nm0331532
tt0119311	Hoodlum	1997	Crime,Drama	nm0000401,nm0000619,nm0001853,nm0000412,nm0004886
tt0119313	Hope Floats	1998	Drama,Romance	nm0000113,nm0001065,nm0001687,nm0926165,nm0001845
tt0119314	The Horse Whisperer	1998	Drama,Romance,Western	nm0000602,nm0000218,nm0000554,nm0001848
tt0119336	Hurlyburly	1998	Comedy,Drama	nm0000576,nm0000228,nm0001590,nm0000705,nm0237292
tt0119345	I Know What You Did Last Summer	1997	Horror,Mystery	nm0001349,nm0001264,nm0000162,nm0000202,nm0318947
tt0119349	The Ice Storm	1997	Drama	nm0000177,nm0000260,nm0000244,nm0001089,nm0000487
tt0119360	In & Out	1997	Comedy,Romance	nm0000177,nm0000349,nm0000633,nm0000369,nm0000568
tt0119361	In the Company of Men	1997	Comedy,Drama	nm0001173,nm0540164,nm0250368,nm3140171,nm0001438
tt0119375	Insomnia	1997	Crime,Mystery,Thriller	nm0001745,nm0030153,nm0558801,nm0035277,nm0804408
tt0119381	Inventing the Abbotts	1997	Drama,Romance	nm0000239,nm0000124,nm0001618,nm0001082,nm0640466
tt0119395	The Jackal	1997	Action,Crime,Drama	nm0000246,nm0000152,nm0001627,nm0893204,nm0001994
tt0119396	Jackie Brown	1997	Crime,Drama,Thriller	nm0000427,nm0000168,nm0001233,nm0000403,nm0000233
tt0119432	Jungle 2 Jungle	1997	Comedy,Family	nm0000741,nm0001737,nm0001851,nm0000357,nm0664756
tt0119468	Kiss the Girls	1997	Crime,Drama,Mystery	nm0000151,nm0000171,nm0000144,nm0564107,nm0001219
tt0119472	Knockin' on Heaven's Door	1997	Action,Comedy,Crime	nm0001709,nm0509583,nm0888276,nm0001953,nm0415714
tt0119485	Kundun	1997	Biography,Drama,History	nm0862292,nm0856522,nm0855212,nm0656676,nm0000217
tt0119488	L.A. Confidential	1997	Crime,Drama,Mystery	nm0000228,nm0000128,nm0001602,nm0000107,nm0000436
tt0119528	Liar Liar	1997	Comedy,Fantasy	nm0000120,nm0005491,nm0000372,nm0000236,nm0001723
tt0119535	A Life Less Ordinary	1997	Comedy,Crime,Fantasy	nm0000139,nm0000191,nm0000456,nm0005148,nm0000965
tt0119558	Lolita	1997	Drama,Romance	nm0000460,nm0000663,nm0000429,nm0001449,nm0001490
tt0119567	The Lost World: Jurassic Park	1997	Action,Adventure,Sci-Fi	nm0000156,nm0000194,nm0000592,nm0000681,nm0000229
tt0119592	Mad City	1997	Crime,Drama,Thriller	nm0000237,nm0000163,nm0000257,nm0000477,nm0002020
tt0119594	Twilight	1998	Crime,Drama,Mystery	nm0000056,nm0000215,nm0000432,nm0000702,nm0000914
tt0119643	Meet Joe Black	1998	Drama,Fantasy,Romance	nm0000093,nm0000164,nm0001231,nm0916617,nm0000976
tt0119654	Men in Black	1997	Action,Adventure,Comedy	nm0000169,nm0000226,nm0000400,nm0000352,nm0001756
tt0119664	Metro	1997	Action,Comedy,Crime	nm0000552,nm0001650,nm0594540,nm0262543,nm0141961
tt0119668	Midnight in the Garden of Good and Evil	1997	Crime,Drama,Mystery	nm0000131,nm0000228,nm0860233,nm0355659,nm0000142
tt0119670	The Mighty	1998	Comedy,Drama	nm0001085,nm0711805,nm0000232,nm0001765,nm0155093
tt0119675	Mimic	1997	Horror,Sci-Fi	nm0000227,nm0000562,nm0329422,nm0316284,nm0868219
tt0119683	Les Misérables	1998	Crime,Drama,History	nm0000553,nm0001691,nm0000235,nm0011478,nm0000806
tt0119695	Money Talks	1997	Action,Comedy,Crime	nm0000221,nm0000676,nm0000181,nm0005264,nm0711840
tt0119715	Mousehunt	1997	Comedy	nm0001447,nm0262968,nm0507852,nm0001999,nm0893659
tt0119731	Murder at 1600	1997	Action,Crime,Drama	nm0000648,nm0000178,nm0073137,nm0588222,nm0514546
tt0119738	My Best Friend's Wedding	1997	Comedy,Drama,Romance	nm0000210,nm0000551,nm0000139,nm0000391,nm0389591
tt0119784	The Night Flier	1997	Fantasy,Horror,Mystery	nm0001208,nm0258195,nm0597517,nm0609040,nm0667630
tt0119791	Nightwatch	1997	Drama,Horror,Thriller	nm0000191,nm0000560,nm0262528,nm0026687,nm0097079
tt0119807	Nothing to Lose	1997	Action,Adventure,Comedy	nm0001454,nm0000209,nm0001525,nm0002064,nm0644203
tt0119822	As Good as It Gets	1997	Comedy,Drama,Romance	nm0000197,nm0000166,nm0001427,nm0000421,nm0000985
tt0119861	Pardes	1997	Drama,Musical,Romance	nm0451321,nm0154274,nm0700869,nm0013157,nm0007131
tt0119874	The Peacemaker	1997	Action,Thriller	nm0000123,nm0000173,nm0411903,nm0051282,nm0001460
tt0119891	Phantoms	1998	Horror,Sci-Fi,Thriller	nm0000564,nm0000535,nm0324790,nm0000630,nm0152640
tt0119896	Picture Perfect	1997	Comedy,Drama,Romance	nm0000098,nm0001542,nm0000102,nm0001156,nm0139111
tt0119925	The Postman	1997	Action,Adventure,Drama	nm0000126,nm0001599,nm0005478,nm0931404
tt0119942	Primary Colors	1998	Comedy,Drama	nm0000237,nm0000668,nm0000870,nm0001306,nm0001566
tt0119951	Private Parts	1997	Biography,Comedy,Drama	nm0005203,nm0704472,nm0635806,nm0858525
tt0119978	The Rainmaker	1997	Crime,Drama,Thriller	nm0000354,nm0000362,nm0000132,nm0000685,nm0000338
tt0119994	Red Corner	1997	Crime,Drama,Thriller	nm0000152,nm0000499,nm0925966,nm0542677,nm0000816
tt0120004	The Relic	1997	Horror,Mystery,Sci-Fi	nm0000542,nm0001744,nm0001373,nm0926235,nm0001382
tt0120008	The Replacement Killers	1998	Action,Crime,Thriller	nm0000334,nm0000227,nm0740264,nm0874684,nm0298807
tt0120032	Romy and Michele's High School Reunion	1997	Comedy	nm0000227,nm0001435,nm0000413,nm0001086,nm0592400
tt0120053	The Saint	1997	Action,Adventure,Romance	nm0000174,nm0000223,nm0784884,nm0631792,nm0637518
tt0120070	Savior	1998	Drama,War	nm0000598,nm0000176,nm0738399,nm0287720,nm0031342
tt0120082	Scream 2	1997	Horror,Mystery	nm0000117,nm0001073,nm0000274,nm0000586,nm0000127
tt0120094	Selena	1997	Biography,Drama,Music	nm0000182,nm0001579,nm0781218,nm0346027,nm0622695
tt0120102	Seven Years in Tibet	1997	Adventure,Biography,Drama	nm0000093,nm0000667,nm0000703,nm0538683,nm0000269
tt0120148	Sliding Doors	1998	Comedy,Drama,Fantasy	nm0000569,nm0001314,nm0001487,nm0000675,nm0398185
tt0120152	Smilla's Sense of Snow	1997	Crime,Drama,Mystery	nm0000566,nm11361245,nm0647583,nm0276012,nm0000806
tt0120157	Soldier	1998	Action,Drama,Sci-Fi	nm0000621,nm0001462,nm0005042,nm0001567,nm0027271
tt0120176	The Spanish Prisoner	1997	Drama,Mystery,Thriller	nm0000188,nm0001262,nm0001714,nm0419633,nm0000519
tt0120177	Spawn	1997	Action,Drama,Horror	nm0925220,nm0000491,nm0000640,nm0005337,nm0228147
tt0120184	Sphere	1998	Action,Mystery,Sci-Fi	nm0000163,nm0000232,nm0000168,nm0001075,nm0001469
tt0120188	Three Kings	1999	Action,Adventure,Comedy	nm0000123,nm0000242,nm0001084,nm0005069,nm0751102
tt0120201	Starship Troopers	1997	Action,Adventure,Sci-Fi	nm0000680,nm0000612,nm0000539,nm0000998,nm0000682
tt0120202	State and Main	2000	Comedy,Drama	nm0000450,nm0000513,nm0682071,nm0383449,nm0000519
tt0120241	Suicide Kings	1997	Comedy,Crime,Drama	nm0000686,nm0001459,nm0001218,nm0914786,nm0640964
tt0120255	The Sweet Hereafter	1997	Drama	nm0000453,nm0001631,nm0052113,nm0564805,nm0000382
tt0120263	Songs from the Second Floor	2000	Comedy,Drama	nm0635070,nm0489281,nm0138061,nm0265229,nm0027815
tt0120321	Smoke Signals	1998	Comedy,Drama	nm0063440,nm0010963,nm0065942,nm0001200,nm0264220
tt0120324	A Simple Plan	1998	Crime,Drama,Thriller	nm0000200,nm0000671,nm0000403,nm0109785,nm0000600
tt0120338	Titanic	1997	Drama,Romance	nm0000138,nm0000701,nm0000708,nm0000870,nm0000116
tt0120347	Tomorrow Never Dies	1997	Action,Adventure,Thriller	nm0000112,nm0000596,nm0000706,nm0000159,nm0006854
tt0120382	The Truman Show	1998	Comedy,Drama	nm0000120,nm0000438,nm0001473,nm0001187,nm0001837
tt0120390	Turbulence	1997	Action,Thriller	nm0000501,nm0000452,nm0322407,nm0001185,nm0125111
tt0120399	U Turn	1997	Crime,Drama,Thriller	nm0000576,nm0000182,nm0000560,nm0000671,nm0000231
tt0120434	Vegas Vacation	1997	Comedy	nm0000331,nm0000350,nm0001642,nm0256121,nm0450387
tt0120458	Virus	1999	Action,Horror,Sci-Fi	nm0000130,nm0000661,nm0000287,nm0001586,nm0116497
tt0120461	Volcano	1997	Action,Drama,Sci-Fi	nm0000169,nm0000162,nm0000451,nm0000332,nm0413875
tt0120483	The Man Who Knew Too Little	1997	Comedy,Crime,Drama	nm0000195,nm0000695,nm0001251,nm0934014,nm0000750
tt0120484	The Waterboy	1998	Comedy,Sport	nm0001191,nm0000870,nm0001857,nm0000103,nm0178997
tt0120514	Wilde	1997	Biography,Drama,Romance	nm0000410,nm0000179,nm0000603,nm0000383,nm0317981
tt0120520	The Wings of the Dove	1997	Drama,Romance	nm0000307,nm0730070,nm0421105,nm0001648,nm0812200
tt0120524	Wishmaster	1997	Fantasy,Horror	nm0491079,nm0228678,nm0780133,nm0052880,nm0476071
tt0120533	Celebrity	1998	Comedy,Drama	nm0000110,nm0001114,nm0000138,nm0609549,nm0000095
tt0120540	Yes Boss	1997	Comedy,Drama,Musical	nm0451321,nm0004487,nm0659156,nm0787447,nm0592583
tt0120577	54	1998	Drama,Music	nm0000202,nm0000161,nm0000117,nm0000196,nm0160602
tt0120586	American History X	1998	Drama	nm0001570,nm0000411,nm0000350,nm0000497,nm0443411
tt0120587	Antz	1998	Adventure,Animation,Comedy	nm0000095,nm0000232,nm0000432,nm0000230,nm0201509,nm0426333
tt0120591	Armageddon	1998	Action,Adventure,Sci-Fi	nm0000246,nm0000671,nm0000255,nm0000239,nm0000881
tt0120595	Babe: Pig in the City	1998	Adventure,Comedy,Drama	nm0844294,nm0197354,nm0001682,nm0000342,nm0004306
tt0120596	The Bachelor	1999	Comedy,Romance	nm0000563,nm0000250,nm0005119,nm0000799,nm0802551
tt0120601	Being John Malkovich	1999	Comedy,Drama,Fantasy	nm0000131,nm0000139,nm0001416,nm0000518,nm0005069
tt0120604	Beowulf	1999	Action,Adventure,Fantasy	nm0000483,nm0593961,nm0183122,nm0653248,nm0048491
tt0120609	The Big Hit	1998	Action,Comedy,Crime	nm0000242,nm0001617,nm0000775,nm0000984,nm0939202
tt0120611	Blade	1998	Action,Horror,Sci-Fi	nm0000648,nm0001151,nm0001434,nm0942668,nm0635759
tt0120616	The Mummy	1999	Action,Adventure,Fantasy	nm0000409,nm0001838,nm0001314,nm0903677,nm0814085
tt0120620	Brokedown Palace	1999	Drama,Mystery,Thriller	nm0000132,nm0000295,nm0000597,nm0453492,nm0438279
tt0120623	A Bug's Life	1998	Adventure,Animation,Comedy	nm0000228,nm0004929,nm0000506,nm0659363,nm0005124,nm0004056
tt0120630	Chicken Run	2000	Adventure,Animation,Comedy	nm0000154,nm0768018,nm0200057,nm0272521,nm0520485,nm0661910
tt0120631	Ever After: A Cinderella Story	1998	Comedy,Drama,Romance	nm0000106,nm0001378,nm0779084,nm0324009,nm0855035
tt0120632	City of Angels	1998	Drama,Fantasy,Romance	nm0000115,nm0000212,nm0105672,nm0001240,nm0797869
tt0120633	A Civil Action	1998	Drama	nm0000237,nm0000380,nm0000599,nm0001724,nm0001873
tt0120646	The Deep End of the Ocean	1999	Drama	nm0000201,nm0001852,nm0000155,nm0005044,nm0343260
tt0120647	Deep Impact	1998	Action,Drama,Sci-Fi	nm0000380,nm0000495,nm0000704,nm0000151,nm0001460
tt0120654	Dirty Work	1998	Comedy	nm0005172,nm0912001,nm0005119,nm0005025,nm0756114
tt0120655	Dogma	1999	Adventure,Comedy,Drama	nm0000255,nm0000354,nm0000400,nm0001069,nm0003620
tt0120657	The 13th Warrior	1999	Action,Adventure,History	nm0000104,nm0893204,nm0832509,nm0474520,nm0001532,nm0000341
tt0120660	Enemy of the State	1998	Action,Thriller	nm0000226,nm0000432,nm0000685,nm0000956,nm0001716
tt0120662	Eye of the Beholder	1999	Drama,Mystery,Thriller	nm0000191,nm0000171,nm0000920,nm0000991,nm0254632
tt0120663	Eyes Wide Shut	1999	Drama,Mystery,Thriller	nm0000129,nm0000173,nm0276062,nm0001628,nm0000040
tt0120667	Fantastic Four	2005	Action,Adventure,Fantasy	nm0344435,nm0004821,nm0262635,nm0004695,nm1103162
tt0120669	Fear and Loathing in Las Vegas	1998	Adventure,Comedy,Drama	nm0000136,nm0001125,nm0001497,nm0324672,nm0000416
tt0120679	Frida	2002	Biography,Drama,Romance	nm0000161,nm0000547,nm0001691,nm0535502,nm0853380
tt0120681	From Hell	2001	Horror,Mystery,Thriller	nm0000136,nm0001287,nm0000453,nm0001059,nm0400436,nm0400441
tt0120684	Gods and Monsters	1998	Biography,Drama	nm0005212,nm0000409,nm0001655,nm0000357,nm0174374
tt0120685	Godzilla	1998	Action,Sci-Fi,Thriller	nm0000111,nm0000606,nm0001623,nm0000279,nm0000386
tt0120686	Stepmom	1998	Comedy,Drama	nm0000210,nm0000215,nm0000438,nm0540441,nm0001060
tt0120689	The Green Mile	1999	Crime,Drama,Fantasy	nm0000158,nm0003817,nm0001556,nm0001372,nm0001104
tt0120693	Half Baked	1998	Comedy,Crime	nm0152638,nm0246585,nm0108028,nm0005558,nm0205542
tt0120694	Halloween H20: 20 Years Later	1998	Horror,Thriller	nm0000130,nm0001326,nm0035060,nm0931329,nm0591171
tt0120696	Hard Rain	1998	Action,Crime,Drama	nm0000151,nm0000225,nm0001642,nm0000378,nm0004121
tt0120701	Holy Man	1998	Comedy,Drama	nm0000552,nm0000156,nm0000593,nm0005162,nm0378893
tt0120710	In Dreams	1999	Drama,Fantasy,Thriller	nm0000906,nm0000375,nm0756218,nm0001644,nm0001403
tt0120716	Jakob the Liar	1999	Drama,War	nm0000245,nm0853364,nm0407285,nm0050268,nm0440914
tt0120724	Knock Off	1998	Action,Crime,Thriller	nm0000241,nm0001705,nm0005375,nm0000649,nm0007139
tt0120728	The Last Days of Disco	1998	Comedy,Drama,Music	nm0001721,nm0000295,nm0001177,nm0040015,nm0001775
tt0120735	Lock, Stock and Two Smoking Barrels	1998	Action,Comedy,Crime	nm0002076,nm0002077,nm0602941,nm0005458,nm0005363
tt0120737	The Lord of the Rings: The Fellowship of the Ring	2001	Action,Adventure,Drama	nm0000704,nm0005212,nm0089217,nm0000293,nm0001392
tt0120738	Lost in Space	1998	Action,Adventure,Family	nm0000198,nm0000458,nm0001455,nm0000211,nm0394280
tt0120741	Mafia!	1998	Comedy,Crime	nm0001542,nm0000775,nm0000978,nm0121605,nm0000720
tt0120744	The Man in the Iron Mask	1998	Action,Adventure,Drama	nm0000138,nm0000460,nm0000518,nm0000367,nm0908824
tt0120746	The Mask of Zorro	1998	Action,Adventure,Comedy	nm0000104,nm0000164,nm0001876,nm0851767,nm0132709
tt0120749	Mercury Rising	1998	Action,Crime,Drama	nm0000246,nm0400816,nm0000285,nm0564277,nm0000887
tt0120751	Mighty Joe Young	1998	Action,Adventure,Family	nm0000200,nm0000234,nm0784884,nm0278752,nm0881038
tt0120753	The Million Dollar Hotel	2000	Drama,Mystery,Thriller	nm0001111,nm0000170,nm0000154,nm0001751,nm0000694
tt0120755	Mission: Impossible II	2000	Action,Adventure,Thriller	nm0000129,nm0779084,nm0628601,nm0000609,nm0000247
tt0120762	Mulan	1998	Adventure,Animation,Comedy	nm0001840,nm0000552,nm0000703,nm0001208,nm0051643,nm0176905
tt0120764	My Favorite Martian	1999	Comedy,Family,Sci-Fi	nm0000502,nm0001099,nm0000167,nm0000435,nm0677953
tt0120768	The Negotiator	1998	Action,Crime,Drama	nm0000168,nm0000228,nm0001556,nm0726492,nm0336620
tt0120769	The Newton Boys	1998	Action,Crime,Drama	nm0000190,nm0000160,nm0000240,nm0000352,nm0000500
tt0120770	A Night at the Roxbury	1998	Comedy,Music,Romance	nm0441592,nm0002071,nm0307074,nm0667186,nm0287198
tt0120772	The Object of My Affection	1998	Comedy,Drama,Romance	nm0000098,nm0748620,nm0733812,nm0136760,nm0405336
tt0120776	One True Thing	1998	Drama	nm0000658,nm0000250,nm0000458,nm0779866,nm0002083
tt0120777	The Opposite of Sex	1998	Comedy,Drama,Romance	nm0000207,nm0233027,nm0001435,nm0005164,nm0740400
tt0120780	Out of Sight	1998	Comedy,Crime,Drama	nm0000123,nm0000182,nm0000609,nm0001872,nm0001752
tt0120783	The Parent Trap	1998	Adventure,Comedy,Drama	nm0517820,nm0000598,nm0001670,nm0005006,nm0583600
tt0120784	Payback	1999	Action,Crime,Drama	nm0000154,nm0001344,nm0004742,nm0001601,nm0001338
tt0120786	The Patriot	1998	Action,Thriller	nm0000219,nm0428618,nm0765605,nm0593734,nm0005871
tt0120787	A Perfect Murder	1998	Crime,Drama,Thriller	nm0000140,nm0000569,nm0001557,nm0837064,nm0001112
tt0120789	Pleasantville	1998	Comedy,Drama,Fantasy	nm0001497,nm0001099,nm0000260,nm0000513,nm0002657
tt0120791	Practical Magic	1998	Comedy,Drama,Fantasy	nm0000113,nm0000173,nm0000330,nm0001848,nm0001162
tt0120794	The Prince of Egypt	1998	Adventure,Animation,Drama	nm0000174,nm0000146,nm0000201,nm0000113,nm0152312,nm9054338,nm0920425
tt0120797	Pushing Tin	1999	Comedy,Drama,Romance	nm0000131,nm0000671,nm0000949,nm0001401,nm0001565
tt0120800	Quest for Camelot	1998	Adventure,Animation,Comedy	nm0319698,nm0000144,nm0180639,nm0005550,nm0238865
tt0120804	Resident Evil	2002	Action,Horror,Sci-Fi	nm0000170,nm0735442,nm1011675,nm0668994,nm0027271
tt0120812	Rush Hour	1998	Action,Comedy,Crime	nm0000329,nm0000676,nm0504962,nm0929489,nm0711840
tt0120815	Saving Private Ryan	1998	Drama,War	nm0000158,nm0000354,nm0001744,nm0122653,nm0000229
tt0120820	Senseless	1998	Comedy,Romance	nm0005541,nm0005450,nm0000374,nm0779126,nm0790715
tt0120824	The Shipping News	2001	Drama	nm0000228,nm0000194,nm0001132,nm0000949,nm0002120
tt0120828	Six Days Seven Nights	1998	Action,Adventure,Comedy	nm0000148,nm0000162,nm0001710,nm0005283,nm0718645
tt0120831	Slums of Beverly Hills	1998	Comedy,Drama	nm0005169,nm0000273,nm0918934,nm0000673,nm0420982
tt0120832	Snake Eyes	1998	Crime,Mystery,Thriller	nm0000115,nm0000641,nm0001334,nm0001303,nm0000361
tt0120834	Snow Falling on Cedars	1999	Drama,Mystery,Romance	nm0000160,nm0001884,nm0473802,nm0138840,nm0382956
tt0120841	Species II	1998	Action,Horror,Sci-Fi	nm0000449,nm0000514,nm0001339,nm0932112,nm0575389
tt0120844	Star Trek: Insurrection	1998	Action,Adventure,Sci-Fi	nm0001772,nm0000408,nm0000653,nm0000996
tt0120855	Tarzan	1999	Adventure,Animation,Comedy	nm0001282,nm0000378,nm0000306,nm0000335,nm0118333,nm0510674
tt0120863	The Thin Red Line	1998	Drama,History,War	nm0001029,nm0000576,nm0000560,nm0009716,nm0000517
tt0120866	Titus	1999	Drama,History,Thriller	nm0000164,nm0001448,nm0428965,nm0195083,nm0853380
tt0120873	U.S. Marshals	1998	Action,Crime,Thriller	nm0000169,nm0000648,nm0000375,nm0001592,nm0000829
tt0120877	Vampires	1998	Action,Horror,Thriller	nm0000249,nm0000838,nm0498247,nm0001299,nm0000118
tt0120879	Velvet Goldmine	1998	Drama,Music	nm0000191,nm0001667,nm0000288,nm0001057,nm0001331
tt0120885	Wag the Dog	1997	Comedy,Drama	nm0000163,nm0000134,nm0000162,nm0000437,nm0001469
tt0120888	The Wedding Singer	1998	Comedy,Music,Romance	nm0001191,nm0000106,nm0852132,nm0184445,nm0178997
tt0120889	What Dreams May Come	1998	Drama,Fantasy,Romance	nm0000245,nm0000421,nm0001711,nm0001884,nm0911910
tt0120890	Wild Things	1998	Crime,Drama,Mystery	nm0000102,nm0000117,nm0000369,nm0000612,nm0573796
tt0120891	Wild Wild West	1999	Action,Comedy,Sci-Fi	nm0000226,nm0000177,nm0000110,nm0000161,nm0001756
tt0120901	Wrongfully Accused	1998	Action,Comedy,Thriller	nm0000558,nm0001077,nm0001456,nm0569927,nm0698493
tt0120902	The X Files	1998	Drama,Mystery,Sci-Fi	nm0000141,nm0000096,nm0627453,nm0205657,nm0101385
tt0120903	X-Men	2000	Action,Adventure,Sci-Fi	nm0001772,nm0413168,nm0005212,nm0000463,nm0001741
tt0120906	Zero Effect	1998	Comedy,Crime,Drama	nm0000597,nm0001774,nm0641939,nm0225332,nm0440458
tt0120907	eXistenZ	1999	Horror,Mystery,Sci-Fi	nm0000179,nm0000492,nm0000453,nm0000353,nm0000343
tt0120912	Men in Black II	2002	Action,Adventure,Comedy	nm0000169,nm0000226,nm0001800,nm0001223,nm0001756
tt0120913	Titan A.E.	2000	Action,Adventure,Animation	nm0000354,nm0000106,nm0000597,nm0108028,nm0089940,nm0325776
tt0120915	Star Wars: Episode I - The Phantom Menace	1999	Action,Adventure,Fantasy	nm0000191,nm0000553,nm0000204,nm0005157,nm0000184
tt0121765	Star Wars: Episode II - Attack of the Clones	2002	Action,Adventure,Fantasy	nm0159789,nm0000204,nm0000191,nm0000489,nm0000184
tt0121766	Star Wars: Episode III - Revenge of the Sith	2005	Action,Adventure,Fantasy	nm0159789,nm0000204,nm0000191,nm0000168,nm0000184
tt0122151	Lethal Weapon 4	1998	Action,Crime,Thriller	nm0000154,nm0000418,nm0000582,nm0000623,nm0001149
tt0122459	Return to Me	2000	Comedy,Drama,Romance	nm0000141,nm0000378,nm0005279,nm0005162,nm0001372
tt0122541	An Ideal Husband	1999	Comedy,Romance	nm0000391,nm0000194,nm0891092,nm0000378,nm0662529
tt0122690	Ronin	1998	Action,Crime,Thriller	nm0000134,nm0000606,nm0001523,nm0001745,nm0001239
tt0122718	Small Soldiers	1998	Action,Adventure,Comedy	nm0000379,nm0808376,nm0189144,nm0001542,nm0001102
tt0122933	Analyze This	1999	Comedy,Crime	nm0000134,nm0000345,nm0001435,nm0001590,nm0000601
tt0123209	The Other Sister	1999	Comedy,Drama,Romance	nm0000496,nm0000473,nm0000610,nm0000643,nm0005190
tt0123755	Cube	1997	Drama,Horror,Mystery	nm0207498,nm0935659,nm0382110,nm0587884,nm0622112
tt0123948	Cure	1997	Crime,Horror,Mystery	nm0353717,nm0945131,nm0880299,nm0619953,nm0475905
tt0123964	Life	1999	Comedy,Crime,Drama	nm0000552,nm0001454,nm0044762,nm0001024,nm0001130
tt0124198	Very Bad Things	1998	Comedy,Crime,Thriller	nm0000225,nm0827663,nm0000139,nm0269463,nm0000916
tt0124298	Blast from the Past	1998	Comedy,Drama,Romance	nm0000409,nm0000224,nm0000686,nm0000651,nm0933505
tt0124315	The Cider House Rules	1999	Drama,Romance	nm0001497,nm0000234,nm0000323,nm0005148,nm0002120
tt0124595	Return to Paradise	1998	Drama,Romance,Thriller	nm0000681,nm0000162,nm0001618,nm0175633,nm0747849
tt0124718	He Got Game	1998	Drama,Sport	nm0000243,nm0000170,nm0020931,nm0206257,nm0000490
tt0124819	Orgazmo	1997	Comedy	nm0005295,nm0045379,nm0704632,nm0414554
